path,true,mode,pred,left_prob,right_prob,correct
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000191.jpg,left,cuff_side,left,1.0,4.473913683966657e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000191.jpg,left,centre,left,1.0,1.3363595563475883e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000191.jpg,left,top_background,left,1.0,2.967794738260865e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000191.jpg,left,bottom_background,left,1.0,3.212460408363177e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000193.jpg,left,original,left,1.0,1.1205542854828172e-14,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000193.jpg,left,finger_side,left,0.9999988079071045,1.139142000283755e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000193.jpg,left,cuff_side,left,1.0,1.158515838817209e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000193.jpg,left,centre,left,1.0,2.7851804418332904e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000193.jpg,left,top_background,left,1.0,3.897535370616864e-14,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000193.jpg,left,bottom_background,left,1.0,2.5449989202652387e-14,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000195.jpg,left,original,left,0.9999998807907104,1.3989769342970249e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000195.jpg,left,finger_side,left,0.9994614720344543,0.0005385551485233009,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000195.jpg,left,cuff_side,left,0.9999912977218628,8.648323273519054e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000195.jpg,left,centre,left,0.9999995231628418,5.284049393594614e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000195.jpg,left,top_background,left,0.9999998807907104,1.3989769342970249e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000195.jpg,left,bottom_background,left,0.9999998807907104,1.3989769342970249e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000196.jpg,left,original,left,1.0,1.452671316570786e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000196.jpg,left,finger_side,left,0.9999998807907104,1.4091197897414531e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000196.jpg,left,cuff_side,left,0.9999949932098389,5.014189810026437e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000196.jpg,left,centre,left,0.9999932050704956,6.800496976211434e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000196.jpg,left,top_background,left,1.0,1.452671316570786e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000196.jpg,left,bottom_background,left,1.0,1.452671316570786e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000201.jpg,left,original,left,1.0,6.996828839917054e-16,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000201.jpg,left,finger_side,left,1.0,1.0550735979331094e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000201.jpg,left,cuff_side,left,1.0,3.940240578259591e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000201.jpg,left,centre,left,0.9999996423721313,3.790501921230316e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000201.jpg,left,top_background,left,1.0,5.17881608484114e-16,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000201.jpg,left,bottom_background,left,1.0,5.924465011660613e-16,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000202.jpg,left,original,left,1.0,1.6701887811144955e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000202.jpg,left,finger_side,left,1.0,4.128769326428028e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000202.jpg,left,cuff_side,left,1.0,2.114424901833445e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000202.jpg,left,centre,left,1.0,2.155706724238371e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000202.jpg,left,top_background,left,1.0,1.826188668601486e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000202.jpg,left,bottom_background,left,1.0,1.6747951495695718e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000204.jpg,left,original,left,1.0,6.877867719801145e-11,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000204.jpg,left,finger_side,left,0.9985114932060242,0.001488436828367412,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000204.jpg,left,cuff_side,left,1.0,2.859594516735342e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000204.jpg,left,centre,left,0.9999873638153076,1.2639328815566842e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000204.jpg,left,top_background,left,1.0,1.1876456762482945e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000204.jpg,left,bottom_background,left,1.0,4.1623284680047945e-12,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000206.jpg,left,original,left,1.0,3.5533895704348284e-12,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000206.jpg,left,finger_side,left,0.99998939037323,1.0589459634502418e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000206.jpg,left,cuff_side,left,1.0,1.2609129740326352e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000206.jpg,left,centre,left,1.0,3.7207545489081895e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000206.jpg,left,top_background,left,1.0,3.5533895704348284e-12,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000206.jpg,left,bottom_background,left,1.0,3.5533895704348284e-12,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000207.jpg,left,original,left,1.0,1.7487344851265657e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000207.jpg,left,finger_side,left,0.9999997615814209,2.8920152317368775e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000207.jpg,left,cuff_side,left,1.0,4.152030455562006e-11,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000207.jpg,left,centre,left,0.9999996423721313,3.960134051794739e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000207.jpg,left,top_background,left,1.0,1.5424051196411687e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000207.jpg,left,bottom_background,left,1.0,1.8012812920929766e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000208.jpg,left,original,left,0.9999985694885254,1.3744918305746978e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000208.jpg,left,finger_side,left,0.9999983310699463,1.6498491959282546e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000208.jpg,left,cuff_side,left,0.9986971020698547,0.0013028949033468962,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000208.jpg,left,centre,left,0.9999992847442627,6.568313324351038e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000208.jpg,left,top_background,left,0.9999985694885254,1.3744918305746978e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000208.jpg,left,bottom_background,left,0.9999985694885254,1.3744918305746978e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000209.jpg,left,original,left,1.0,3.950205140768048e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000209.jpg,left,finger_side,left,0.9992757439613342,0.0007242174469865859,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000209.jpg,left,cuff_side,left,0.9999884366989136,1.1577250916161574e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000209.jpg,left,centre,left,0.9950156807899475,0.004984308034181595,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000209.jpg,left,top_background,left,1.0,3.792953151560141e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000209.jpg,left,bottom_background,left,1.0,4.0463664419121415e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000212.jpg,left,original,left,0.9999994039535522,5.953373829470365e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000212.jpg,left,finger_side,left,0.9992824196815491,0.0007176361395977437,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000212.jpg,left,cuff_side,left,0.9999985694885254,1.4518192301693489e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000212.jpg,left,centre,left,0.999854326248169,0.00014569425547961146,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000212.jpg,left,top_background,left,0.9999994039535522,5.953373829470365e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000212.jpg,left,bottom_background,left,0.9999994039535522,5.953373829470365e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000214.jpg,left,original,left,1.0,1.1212923899930546e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000214.jpg,left,finger_side,left,1.0,2.0392163513349715e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000214.jpg,left,cuff_side,left,0.9999998807907104,9.261251676662141e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000214.jpg,left,centre,left,1.0,2.2599046189952787e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000214.jpg,left,top_background,left,1.0,1.2668810228308458e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000214.jpg,left,bottom_background,left,1.0,1.130257115656251e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000215.jpg,left,original,left,1.0,6.487680618422198e-12,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000215.jpg,left,finger_side,left,0.9997691512107849,0.00023088570742402226,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000215.jpg,left,cuff_side,left,1.0,2.1980448572378464e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000215.jpg,left,centre,left,1.0,2.1910964154159274e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000215.jpg,left,top_background,left,1.0,1.0615627300814001e-11,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000215.jpg,left,bottom_background,left,1.0,7.033155741825725e-12,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000217.jpg,left,original,left,1.0,1.1444002689930954e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000217.jpg,left,finger_side,left,0.9999808073043823,1.9210616301279515e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000217.jpg,left,cuff_side,left,0.9999998807907104,1.6336399255578726e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000217.jpg,left,centre,left,0.9999982118606567,1.7424615634809015e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000217.jpg,left,top_background,left,1.0,1.1841397307144064e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000217.jpg,left,bottom_background,left,1.0,1.208213529224622e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000219.jpg,left,original,left,1.0,2.1893835214833318e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000219.jpg,left,finger_side,left,0.9999998807907104,6.324340517949167e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000219.jpg,left,cuff_side,left,1.0,5.928846302794e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000219.jpg,left,centre,left,0.9999998807907104,9.74668807884882e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000219.jpg,left,top_background,left,1.0,1.377202253063578e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000219.jpg,left,bottom_background,left,1.0,2.0573866503677263e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000221.jpg,left,original,left,1.0,2.203187676741436e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000221.jpg,left,finger_side,left,0.9999969005584717,3.1544218472845387e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000221.jpg,left,cuff_side,left,0.9999936819076538,6.31225657343748e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000221.jpg,left,centre,left,0.9999901056289673,9.88735155260656e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000221.jpg,left,top_background,left,1.0,2.2310894465249476e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000221.jpg,left,bottom_background,left,1.0,2.3267903159762682e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000222.jpg,left,original,left,1.0,4.925659879972955e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000222.jpg,left,finger_side,left,0.9999995231628418,4.780396238857065e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000222.jpg,left,cuff_side,left,0.9999994039535522,5.956962922937237e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000222.jpg,left,centre,left,1.0,3.423381400580183e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000222.jpg,left,top_background,left,1.0,4.925659879972955e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000222.jpg,left,bottom_background,left,1.0,4.925659879972955e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000223.jpg,left,original,left,1.0,3.2398243159439954e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000223.jpg,left,finger_side,left,1.0,1.2819206141045925e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000223.jpg,left,cuff_side,left,1.0,4.1671284478628223e-11,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000223.jpg,left,centre,left,0.9999998807907104,1.126713300436677e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000223.jpg,left,top_background,left,1.0,5.07870492622714e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000223.jpg,left,bottom_background,left,1.0,5.5970144832847776e-14,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000225.jpg,left,original,left,1.0,1.0932935491619523e-16,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000225.jpg,left,finger_side,left,1.0,2.354620720623757e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000225.jpg,left,cuff_side,left,1.0,1.468766497314533e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000225.jpg,left,centre,left,1.0,2.452583925879881e-12,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000225.jpg,left,top_background,left,1.0,9.071608383296779e-17,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000225.jpg,left,bottom_background,left,1.0,9.929141230374583e-17,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000227.jpg,left,original,left,1.0,4.712379819693524e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000227.jpg,left,finger_side,left,1.0,1.275326066974003e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000227.jpg,left,cuff_side,left,0.9999943971633911,5.585467079072259e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000227.jpg,left,centre,left,0.9999551773071289,4.478554183151573e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000227.jpg,left,top_background,left,1.0,1.175342156933823e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000227.jpg,left,bottom_background,left,1.0,4.144170340225628e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000228.jpg,left,original,left,0.9999872446060181,1.271243945666356e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000228.jpg,left,finger_side,left,0.999969482421875,3.055492925341241e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000228.jpg,left,cuff_side,left,0.9990447163581848,0.0009552466799505055,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000228.jpg,left,centre,left,0.9974157810211182,0.0025842252653092146,True
