x1,y1,x2,y2,pred_support,true_support,occluded_left_prob,occluded_right_prob
108,180,156,228,-0.06041473150253296,0.06041478365659714,0.11340060085058212,0.8865993618965149
120,180,168,228,-0.08538496494293213,0.08538495749235153,0.08843042701482773,0.9115695953369141
132,180,180,228,-0.050885915756225586,0.05088593810796738,0.12292944639921188,0.8770705461502075
144,180,192,228,-0.03543579578399658,0.03543582558631897,0.1383795589208603,0.8616204261779785
156,180,204,228,0.05066567659378052,-0.050665661692619324,0.22448104619979858,0.7755189538002014
168,180,216,228,0.22122061252593994,-0.22122062742710114,0.3950360119342804,0.604964017868042
180,180,228,228,0.1518387794494629,-0.1518387645483017,0.32565414905548096,0.674345850944519
192,180,240,228,0.030147910118103027,-0.030147865414619446,0.2039632499217987,0.7960367202758789
204,180,252,228,0.06916218996047974,-0.06916217505931854,0.2429775595664978,0.7570224404335022
216,180,256,228,0.0830836296081543,-0.0830836147069931,0.25689899921417236,0.7431010007858276
228,180,256,228,-0.047542035579681396,0.04754208028316498,0.12627330422401428,0.8737266659736633
0,192,48,240,0.073519766330719,-0.07351972162723541,0.24733510613441467,0.7526648640632629
12,192,60,240,0.08699482679367065,-0.08699481189250946,0.2608101963996887,0.7391898036003113
24,192,72,240,0.13802886009216309,-0.1380288451910019,0.31184422969818115,0.6881557703018188
36,192,84,240,0.013454318046569824,-0.013454318046569824,0.18726970255374908,0.8127303123474121
48,192,96,240,0.003519713878631592,-0.0035197287797927856,0.17733511328697205,0.8226649165153503
60,192,108,240,-0.01568162441253662,0.015681594610214233,0.15813378989696503,0.8418662548065186
72,192,120,240,-0.02818119525909424,0.028181210160255432,0.14563417434692383,0.8543658256530762
84,192,132,240,-0.0319862961769104,0.0319862961769104,0.14182908833026886,0.8581709265708923
96,192,144,240,-0.029872655868530273,0.02987268567085266,0.1439426988363266,0.8560572862625122
108,192,156,240,-0.0389593243598938,0.038959354162216187,0.13485603034496307,0.8651439547538757
120,192,168,240,-0.04265362024307251,0.04265359044075012,0.13116179406642914,0.8688382506370544
132,192,180,240,-0.07123035192489624,0.07123030722141266,0.1025850772857666,0.8974149823188782
144,192,192,240,-0.0818932056427002,0.08189323544502258,0.09192214906215668,0.9080778360366821
156,192,204,240,-0.09312576055526733,0.0931258276104927,0.08068955689668655,0.9193103909492493
168,192,216,240,-0.06327730417251587,0.06327734887599945,0.11053803563117981,0.8894619345664978
180,192,228,240,-0.027764439582824707,0.02776440978050232,0.14605097472667694,0.8539490699768066
192,192,240,240,-0.045584142208099365,0.04558412730693817,0.1282312572002411,0.8717687726020813
204,192,252,240,-0.03275173902511597,0.03275173902511597,0.1410636454820633,0.8589363694190979
216,192,256,240,-0.046766579151153564,0.046766579151153564,0.1270488053560257,0.8729512095451355
228,192,256,240,-0.04965168237686157,0.04965166747570038,0.12416371703147888,0.8758363127708435
0,204,48,252,-0.009732484817504883,0.009732484817504883,0.16408289968967438,0.8359171152114868
12,204,60,252,-0.0010277032852172852,0.0010277032852172852,0.17278768122196198,0.8272123336791992
24,204,72,252,0.006862282752990723,-0.006862267851829529,0.1806776523590088,0.8193223476409912
36,204,84,252,0.010346472263336182,-0.010346412658691406,0.18416179716587067,0.8158381581306458
48,204,96,252,0.005448400974273682,-0.005448386073112488,0.17926377058029175,0.8207362294197083
60,204,108,252,0.0011891722679138184,-0.0011892169713974,0.17500460147857666,0.8249954581260681
72,204,120,252,0.004026949405670166,-0.004026934504508972,0.17784231901168823,0.8221576809883118
84,204,132,252,0.00020360946655273438,-0.00020356476306915283,0.1740189492702484,0.8259810209274292
96,204,144,252,-0.00010001659393310547,0.00010001659393310547,0.17371536791324615,0.826284646987915
108,204,156,252,-0.0009346604347229004,0.0009346157312393188,0.17288076877593994,0.8271192908287048
120,204,168,252,-0.005560755729675293,0.005560770630836487,0.16825461387634277,0.8317453861236572
132,204,180,252,-0.00720900297164917,0.0072090476751327515,0.1666063368320465,0.8333936333656311
144,204,192,252,-0.010724067687988281,0.010724082589149475,0.16309130191802979,0.8369086980819702
156,204,204,252,-0.014810383319854736,0.014810338616371155,0.1590050458908081,0.8409950137138367
168,204,216,252,0.0009858012199401855,-0.0009857863187789917,0.17480117082595825,0.8251988291740417
180,204,228,252,0.004958987236022949,-0.004959031939506531,0.1787744164466858,0.821225643157959
192,204,240,252,-0.010316073894500732,0.010316058993339539,0.16349932551383972,0.8365007042884827
204,204,252,252,0.007090389728546143,-0.007090359926223755,0.18090574443340302,0.8190942406654358
216,204,256,252,0.002693653106689453,-0.0026936084032058716,0.17650899291038513,0.8234909772872925
228,204,256,252,0.007310807704925537,-0.007310792803764343,0.1811261773109436,0.8188738226890564
0,216,48,256,0.0,0.0,0.17381538450717926,0.8261846303939819
12,216,60,256,0.0,0.0,0.17381538450717926,0.8261846303939819
24,216,72,256,0.0,0.0,0.17381538450717926,0.8261846303939819
36,216,84,256,0.0,0.0,0.17381538450717926,0.8261846303939819
48,216,96,256,0.0,0.0,0.17381538450717926,0.8261846303939819
60,216,108,256,0.0,0.0,0.17381538450717926,0.8261846303939819
72,216,120,256,0.0,0.0,0.17381538450717926,0.8261846303939819
84,216,132,256,0.0,0.0,0.17381538450717926,0.8261846303939819
96,216,144,256,0.0,0.0,0.17381538450717926,0.8261846303939819
108,216,156,256,0.0,0.0,0.17381538450717926,0.8261846303939819
120,216,168,256,0.0,0.0,0.17381538450717926,0.8261846303939819
132,216,180,256,0.0,0.0,0.17381538450717926,0.8261846303939819
144,216,192,256,0.0,0.0,0.17381538450717926,0.8261846303939819
156,216,204,256,0.0,0.0,0.17381538450717926,0.8261846303939819
168,216,216,256,0.0,0.0,0.17381538450717926,0.8261846303939819
180,216,228,256,0.0,0.0,0.17381538450717926,0.8261846303939819
192,216,240,256,0.0,0.0,0.17381538450717926,0.8261846303939819
204,216,252,256,0.0,0.0,0.17381538450717926,0.8261846303939819
216,216,256,256,0.0,0.0,0.17381538450717926,0.8261846303939819
228,216,256,256,0.0,0.0,0.17381538450717926,0.8261846303939819
0,228,48,256,0.0,0.0,0.17381538450717926,0.8261846303939819
12,228,60,256,0.0,0.0,0.17381538450717926,0.8261846303939819
24,228,72,256,0.0,0.0,0.17381538450717926,0.8261846303939819
36,228,84,256,0.0,0.0,0.17381538450717926,0.8261846303939819
48,228,96,256,0.0,0.0,0.17381538450717926,0.8261846303939819
60,228,108,256,0.0,0.0,0.17381538450717926,0.8261846303939819
72,228,120,256,0.0,0.0,0.17381538450717926,0.8261846303939819
84,228,132,256,0.0,0.0,0.17381538450717926,0.8261846303939819
96,228,144,256,0.0,0.0,0.17381538450717926,0.8261846303939819
108,228,156,256,0.0,0.0,0.17381538450717926,0.8261846303939819
120,228,168,256,0.0,0.0,0.17381538450717926,0.8261846303939819
132,228,180,256,0.0,0.0,0.17381538450717926,0.8261846303939819
144,228,192,256,0.0,0.0,0.17381538450717926,0.8261846303939819
156,228,204,256,0.0,0.0,0.17381538450717926,0.8261846303939819
168,228,216,256,0.0,0.0,0.17381538450717926,0.8261846303939819
180,228,228,256,0.0,0.0,0.17381538450717926,0.8261846303939819
192,228,240,256,0.0,0.0,0.17381538450717926,0.8261846303939819
204,228,252,256,0.0,0.0,0.17381538450717926,0.8261846303939819
216,228,256,256,0.0,0.0,0.17381538450717926,0.8261846303939819
228,228,256,256,0.0,0.0,0.17381538450717926,0.8261846303939819
